event_id,role_id,candidate_id,source,stage,event_age_days,profile_complete_pct,duplicate_candidate_flag,missing_rate_flag,location_mismatch_flag,skill_taxonomy_gap_flag,estimated_margin_value
EVT00642,REQ017,CAND00642,Community event,submitted,35,0.88,0,0,0,0,12192
EVT00643,REQ017,CAND00643,Recruiter outreach,interview,27,0.61,0,0,0,0,8016
EVT00644,REQ017,CAND00644,Community event,qualified,18,0.6,0,0,0,0,9816
EVT00645,REQ017,CAND00645,Community event,applied,32,0.99,0,0,0,0,4896
EVT00646,REQ017,CAND00646,Job board,qualified,0,0.65,0,0,0,0,5544
EVT00647,REQ017,CAND00647,Referral,screened,16,0.71,0,0,0,0,5568
EVT00648,REQ017,CAND00648,LinkedIn,applied,40,0.64,0,0,0,0,6288
EVT00649,REQ017,CAND00649,LinkedIn,interview,34,0.63,0,0,0,0,10848
EVT00650,REQ017,CAND00650,Job board,qualified,46,0.64,0,0,0,0,10392
EVT00651,REQ017,CAND00651,Community event,applied,17,0.65,0,1,0,0,3072
EVT00652,REQ017,CAND00652,Community event,qualified,24,0.98,0,0,0,0,6024
EVT00653,REQ017,CAND00653,Talent pool,interview,37,0.84,0,0,0,0,12120
EVT00654,REQ017,CAND00654,Job board,qualified,31,0.66,0,0,0,0,5136
EVT00655,REQ017,CAND00655,LinkedIn,submitted,19,0.65,0,0,0,0,5040
EVT00656,REQ017,CAND00656,Talent pool,submitted,41,0.99,0,0,0,0,4104
EVT00657,REQ017,CAND00657,LinkedIn,submitted,7,0.93,0,1,0,0,12240
EVT00658,REQ017,CAND00658,Recruiter outreach,submitted,38,0.59,0,0,0,0,2976
EVT00659,REQ017,CAND00659,Referral,offer,30,0.9,0,0,0,0,8328
EVT00660,REQ017,CAND00660,LinkedIn,submitted,34,0.63,0,0,0,0,3408
EVT00661,REQ017,CAND00661,LinkedIn,applied,1,0.68,0,0,0,0,7608
EVT00662,REQ017,CAND00662,Talent pool,applied,52,0.96,0,0,0,0,8904
EVT00663,REQ017,CAND00663,Referral,applied,7,0.73,0,0,0,0,3912
EVT00664,REQ017,CAND00664,Job board,interview,9,0.96,0,0,0,0,11304
EVT00665,REQ017,CAND00665,Recruiter outreach,qualified,16,0.92,0,0,0,0,11616
EVT00666,REQ017,CAND00666,Talent pool,submitted,9,0.74,0,0,0,0,11736
EVT00667,REQ017,CAND00667,Community event,submitted,9,0.62,0,0,0,0,4440
EVT00668,REQ017,CAND00668,LinkedIn,applied,50,0.85,0,0,0,0,4560
EVT00669,REQ017,CAND00669,Talent pool,submitted,34,0.81,0,0,0,0,5688
EVT00670,REQ017,CAND00670,Job board,qualified,44,0.62,0,0,0,0,7320
EVT00671,REQ017,CAND00671,Community event,applied,3,0.96,1,0,0,0,7296
EVT00672,REQ017,CAND00672,Recruiter outreach,submitted,26,0.68,0,0,0,0,5616
EVT00673,REQ017,CAND00673,LinkedIn,applied,27,0.74,0,0,0,1,11496
EVT00674,REQ017,CAND00674,Job board,applied,9,0.61,0,0,0,0,3816
EVT00675,REQ017,CAND00675,Recruiter outreach,applied,33,0.87,0,0,0,0,6552
EVT00676,REQ017,CAND00676,Talent pool,qualified,3,0.95,0,0,1,0,3264
EVT00677,REQ017,CAND00677,LinkedIn,screened,29,0.81,0,0,0,0,6048
EVT00678,REQ017,CAND00678,Job board,interview,33,0.74,0,0,0,0,4416
EVT00679,REQ017,CAND00679,Job board,submitted,38,0.93,0,0,0,0,11376
EVT00680,REQ017,CAND00680,LinkedIn,qualified,41,0.76,0,0,0,0,6192
EVT00681,REQ017,CAND00681,Referral,applied,34,0.62,0,0,1,0,5472
EVT00682,REQ017,CAND00682,Talent pool,screened,17,0.62,0,0,0,1,9864
EVT00683,REQ017,CAND00683,Job board,screened,0,0.99,0,1,0,0,12096
EVT00684,REQ017,CAND00684,Job board,applied,44,0.86,0,0,0,0,6936
EVT00685,REQ017,CAND00685,Talent pool,qualified,24,0.78,0,0,0,0,3336
EVT00686,REQ017,CAND00686,LinkedIn,applied,13,0.92,0,0,0,0,10896
EVT00687,REQ017,CAND00687,Talent pool,applied,33,0.97,0,0,0,0,7056
EVT00688,REQ017,CAND00688,LinkedIn,qualified,45,0.91,0,0,0,1,7632
EVT00689,REQ017,CAND00689,Community event,applied,6,0.92,0,0,0,0,4632
EVT00690,REQ017,CAND00690,LinkedIn,submitted,29,0.71,0,0,0,0,6504
EVT00691,REQ017,CAND00691,LinkedIn,applied,16,0.99,0,0,0,0,6024
EVT00692,REQ017,CAND00692,Job board,submitted,23,0.94,0,0,0,0,7800
EVT00693,REQ017,CAND00693,Job board,qualified,20,0.74,0,0,0,0,11256
EVT00694,REQ017,CAND00694,Job board,qualified,3,0.89,0,0,0,0,5880
EVT00695,REQ018,CAND00695,Referral,submitted,9,0.67,0,0,0,0,10680
EVT00696,REQ018,CAND00696,LinkedIn,screened,23,0.89,0,0,0,0,9690
EVT00697,REQ018,CAND00697,LinkedIn,submitted,60,0.63,0,0,0,0,10560
EVT00698,REQ018,CAND00698,LinkedIn,applied,76,0.91,0,0,0,1,4530
EVT00699,REQ018,CAND00699,LinkedIn,offer,54,0.69,0,0,1,0,13350
EVT00700,REQ018,CAND00700,LinkedIn,applied,53,0.8,0,1,0,0,13860
EVT00701,REQ018,CAND00701,LinkedIn,interview,38,0.65,1,0,0,0,8940
EVT00702,REQ018,CAND00702,Job board,offer,73,0.74,0,0,0,0,3750
EVT00703,REQ018,CAND00703,Recruiter outreach,screened,40,0.59,0,0,0,0,10620
EVT00704,REQ018,CAND00704,Job board,offer,0,1.0,0,0,0,0,5520
EVT00705,REQ018,CAND00705,Talent pool,screened,69,0.91,0,1,0,0,12810
EVT00706,REQ018,CAND00706,LinkedIn,qualified,46,0.59,0,0,0,1,8310
EVT00707,REQ018,CAND00707,Recruiter outreach,qualified,45,0.93,0,0,0,0,10140
EVT00708,REQ018,CAND00708,Talent pool,qualified,76,0.65,0,0,0,0,10290
EVT00709,REQ018,CAND00709,Recruiter outreach,qualified,12,1.0,0,0,0,0,5190
EVT00710,REQ018,CAND00710,Referral,applied,69,0.62,0,1,0,0,10410
EVT00711,REQ018,CAND00711,Recruiter outreach,qualified,70,0.74,0,0,0,0,6600
EVT00712,REQ018,CAND00712,Community event,interview,50,0.58,0,0,0,0,9330
EVT00713,REQ018,CAND00713,Job board,submitted,53,0.86,0,0,0,0,3660
EVT00714,REQ018,CAND00714,Job board,interview,76,0.71,1,0,0,0,6210
EVT00715,REQ018,CAND00715,Community event,offer,6,0.92,0,0,0,0,12450
EVT00716,REQ018,CAND00716,Recruiter outreach,qualified,20,0.76,0,0,0,0,5100
EVT00717,REQ018,CAND00717,LinkedIn,screened,33,0.93,0,0,0,0,6030
EVT00718,REQ018,CAND00718,LinkedIn,offer,3,0.84,0,0,0,0,11940
EVT00719,REQ018,CAND00719,Referral,interview,80,0.91,0,0,0,0,6450
EVT00720,REQ018,CAND00720,Recruiter outreach,applied,48,0.9,0,0,0,0,13710
EVT00721,REQ018,CAND00721,Referral,applied,14,0.77,0,1,0,0,12750
EVT00722,REQ018,CAND00722,LinkedIn,applied,26,0.74,0,0,1,0,11130
EVT00723,REQ018,CAND00723,Job board,submitted,40,0.85,0,0,0,0,10500
EVT00724,REQ018,CAND00724,LinkedIn,submitted,4,0.63,1,0,0,0,8850
EVT00725,REQ018,CAND00725,Job board,placed,15,0.66,0,0,0,0,4050
EVT00726,REQ018,CAND00726,Job board,qualified,3,0.72,0,0,0,0,6960
EVT00727,REQ018,CAND00727,Talent pool,applied,70,0.85,0,0,0,1,10770
EVT00728,REQ018,CAND00728,Job board,submitted,35,0.98,0,0,0,0,5160
EVT00729,REQ018,CAND00729,Talent pool,screened,57,0.76,0,0,0,0,15060
EVT00730,REQ018,CAND00730,LinkedIn,applied,80,0.92,0,0,0,0,10500
EVT00731,REQ018,CAND00731,Referral,applied,67,0.73,0,0,0,0,4050
EVT00732,REQ018,CAND00732,Recruiter outreach,applied,47,0.74,0,0,0,0,15570
EVT00733,REQ018,CAND00733,Referral,qualified,41,0.96,0,0,0,0,12210
EVT00734,REQ018,CAND00734,LinkedIn,applied,9,0.82,0,0,0,0,13500
EVT00735,REQ018,CAND00735,Talent pool,qualified,63,0.6,0,0,0,0,7800
EVT00736,REQ018,CAND00736,LinkedIn,qualified,36,0.59,0,0,0,0,12420
EVT00737,REQ018,CAND00737,Recruiter outreach,placed,67,0.6,0,0,0,0,13500
EVT00738,REQ018,CAND00738,Job board,applied,44,0.75,0,0,0,0,12120
EVT00739,REQ018,CAND00739,Job board,submitted,15,0.93,1,0,0,0,13080
EVT00740,REQ018,CAND00740,LinkedIn,applied,55,0.68,0,0,0,0,4950
EVT00741,REQ019,CAND00741,Recruiter outreach,submitted,3,0.69,0,0,1,0,2840
EVT00742,REQ019,CAND00742,Recruiter outreach,applied,17,0.87,0,0,0,0,3800
EVT00743,REQ019,CAND00743,Referral,screened,26,0.85,0,0,0,0,9240
EVT00744,REQ019,CAND00744,Job board,applied,46,0.78,0,0,0,0,3340
EVT00745,REQ019,CAND00745,LinkedIn,applied,47,0.94,0,0,0,0,9500
EVT00746,REQ019,CAND00746,Community event,applied,12,0.78,0,1,0,0,5880
EVT00747,REQ019,CAND00747,Job board,applied,29,0.86,0,0,0,0,7560
EVT00748,REQ019,CAND00748,LinkedIn,applied,12,0.91,0,0,0,0,4320
EVT00749,REQ019,CAND00749,Job board,applied,29,0.95,0,0,0,0,10020
EVT00750,REQ019,CAND00750,Referral,applied,22,0.69,0,0,0,0,8020
EVT00751,REQ019,CAND00751,Job board,applied,17,0.74,0,0,0,1,2900
EVT00752,REQ019,CAND00752,Talent pool,screened,33,0.84,0,0,0,0,7700
EVT00753,REQ019,CAND00753,Talent pool,qualified,2,0.82,0,0,0,1,4840
EVT00754,REQ019,CAND00754,Referral,applied,6,0.67,0,0,0,0,9480
EVT00755,REQ019,CAND00755,LinkedIn,applied,46,0.58,0,0,0,0,4280
EVT00756,REQ019,CAND00756,Talent pool,qualified,20,0.87,0,0,0,0,4100
EVT00757,REQ019,CAND00757,Recruiter outreach,applied,11,0.99,0,1,0,0,3180
EVT00758,REQ019,CAND00758,Talent pool,applied,55,0.68,1,0,0,1,3520
EVT00759,REQ019,CAND00759,Referral,applied,48,0.64,0,0,0,0,3360
EVT00760,REQ019,CAND00760,Recruiter outreach,applied,42,0.78,0,0,0,0,6120
EVT00761,REQ019,CAND00761,Recruiter outreach,qualified,55,0.96,0,0,0,0,8500
EVT00762,REQ019,CAND00762,LinkedIn,qualified,14,0.86,0,0,0,0,3840
EVT00763,REQ019,CAND00763,Referral,qualified,5,0.66,0,0,0,0,6260
EVT00764,REQ019,CAND00764,Community event,screened,56,0.8,0,0,0,0,5100
EVT00765,REQ019,CAND00765,LinkedIn,interview,12,0.6,0,0,0,0,7720
EVT00766,REQ019,CAND00766,Recruiter outreach,screened,22,0.7,0,0,0,0,2480
EVT00767,REQ019,CAND00767,Talent pool,qualified,42,0.65,0,0,0,0,7380
EVT00768,REQ019,CAND00768,Talent pool,applied,3,0.79,1,1,0,0,2440
EVT00769,REQ019,CAND00769,Talent pool,qualified,54,0.79,1,0,0,0,10260
EVT00770,REQ019,CAND00770,Community event,screened,5,0.7,0,0,0,0,2720
EVT00771,REQ020,CAND00771,LinkedIn,offer,8,0.97,0,0,0,0,20400
EVT00772,REQ020,CAND00772,Job board,qualified,6,0.69,0,0,0,0,15984
EVT00773,REQ020,CAND00773,LinkedIn,screened,12,0.91,0,0,0,0,16464
EVT00774,REQ020,CAND00774,Job board,applied,11,0.76,0,0,0,0,16080
EVT00775,REQ020,CAND00775,Job board,offer,4,0.84,0,1,0,1,13152
EVT00776,REQ020,CAND00776,Job board,submitted,1,0.9,0,0,0,0,15408
EVT00777,REQ020,CAND00777,Talent pool,applied,2,0.6,0,0,0,0,21696
EVT00778,REQ020,CAND00778,Job board,applied,3,0.89,0,0,0,0,22320
EVT00779,REQ020,CAND00779,Talent pool,qualified,4,0.67,0,0,0,0,22320
EVT00780,REQ020,CAND00780,LinkedIn,screened,19,0.87,0,0,0,0,8544
EVT00781,REQ020,CAND00781,LinkedIn,applied,0,0.93,0,0,0,0,16656
EVT00782,REQ020,CAND00782,Recruiter outreach,qualified,17,0.69,0,0,0,0,20784
EVT00783,REQ020,CAND00783,Recruiter outreach,screened,21,0.68,0,0,0,0,18288
EVT00784,REQ020,CAND00784,Job board,submitted,15,0.73,0,0,0,0,12480
EVT00785,REQ020,CAND00785,Talent pool,qualified,14,0.63,0,0,0,1,15312
EVT00786,REQ020,CAND00786,LinkedIn,applied,11,0.98,0,0,0,1,17232
EVT00787,REQ020,CAND00787,Job board,interview,6,0.73,1,0,0,0,23088
EVT00788,REQ020,CAND00788,Job board,qualified,14,0.88,0,0,0,0,9168
EVT00789,REQ020,CAND00789,Talent pool,applied,12,0.98,0,0,0,0,20640
EVT00790,REQ020,CAND00790,Job board,screened,10,0.83,0,0,0,0,20016
EVT00791,REQ020,CAND00791,Job board,qualified,3,0.86,0,1,0,0,18000
EVT00792,REQ020,CAND00792,Job board,offer,7,0.62,0,0,0,0,10032
EVT00793,REQ020,CAND00793,LinkedIn,submitted,1,0.94,0,0,0,0,7536
EVT00794,REQ020,CAND00794,LinkedIn,qualified,14,0.74,0,1,0,0,21408
EVT00795,REQ020,CAND00795,LinkedIn,screened,5,0.76,0,0,0,0,18720
EVT00796,REQ020,CAND00796,LinkedIn,submitted,4,0.96,0,0,0,0,14592
EVT00797,REQ020,CAND00797,Job board,submitted,20,0.8,0,0,0,0,10416
EVT00798,REQ020,CAND00798,Job board,submitted,4,0.92,0,0,0,0,16512
EVT00799,REQ020,CAND00799,LinkedIn,qualified,3,0.79,0,0,0,0,7008
EVT00800,REQ020,CAND00800,LinkedIn,screened,11,0.61,0,0,0,0,9600
EVT00801,REQ020,CAND00801,Referral,offer,12,0.84,0,0,0,0,19152
EVT00802,REQ020,CAND00802,Referral,screened,10,0.76,0,0,0,1,10656
EVT00803,REQ020,CAND00803,Talent pool,qualified,21,0.96,0,0,0,0,7248
EVT00804,REQ020,CAND00804,Referral,applied,1,0.73,0,0,0,0,7488
EVT00805,REQ020,CAND00805,Job board,offer,8,0.88,0,0,0,0,8304
EVT00806,REQ020,CAND00806,Job board,applied,7,0.59,0,0,0,0,7104
EVT00807,REQ020,CAND00807,Talent pool,applied,0,0.81,0,0,0,0,7008
EVT00808,REQ020,CAND00808,LinkedIn,qualified,3,0.96,0,0,0,0,14784
EVT00809,REQ020,CAND00809,LinkedIn,qualified,13,0.89,0,0,0,1,18912
EVT00810,REQ021,CAND00810,Recruiter outreach,applied,56,0.66,0,0,1,1,3976
EVT00811,REQ021,CAND00811,Job board,qualified,15,0.86,0,0,0,0,4452
EVT00812,REQ021,CAND00812,Job board,applied,28,0.77,0,0,0,0,7672
EVT00813,REQ021,CAND00813,Talent pool,offer,69,0.79,0,0,0,0,4116
EVT00814,REQ021,CAND00814,Job board,qualified,66,0.68,0,0,1,0,13972
EVT00815,REQ021,CAND00815,LinkedIn,screened,56,0.85,0,0,1,0,9856
EVT00816,REQ021,CAND00816,Referral,offer,10,0.61,0,0,0,0,12096
EVT00817,REQ021,CAND00817,Referral,qualified,55,0.8,0,0,0,0,12824
EVT00818,REQ021,CAND00818,Job board,qualified,33,0.92,0,1,0,0,11816
EVT00819,REQ021,CAND00819,Referral,applied,7,0.92,0,0,0,0,11284
EVT00820,REQ021,CAND00820,Talent pool,qualified,66,0.69,0,0,0,0,8820
EVT00821,REQ021,CAND00821,Community event,qualified,35,0.62,0,0,0,0,6916
EVT00822,REQ021,CAND00822,LinkedIn,submitted,32,0.91,0,1,0,0,14420
EVT00823,REQ021,CAND00823,LinkedIn,screened,59,0.59,0,0,0,0,3472
EVT00824,REQ021,CAND00824,Community event,qualified,10,0.7,0,0,0,1,12096
EVT00825,REQ021,CAND00825,Community event,screened,63,0.63,0,0,0,0,12376
EVT00826,REQ021,CAND00826,Recruiter outreach,applied,64,0.94,0,0,0,0,11648
EVT00827,REQ021,CAND00827,Job board,qualified,2,0.86,0,0,0,0,8400
EVT00828,REQ021,CAND00828,Referral,screened,9,0.68,0,0,0,0,8008
EVT00829,REQ021,CAND00829,Recruiter outreach,screened,3,0.72,0,0,0,0,8512
EVT00830,REQ021,CAND00830,Job board,qualified,20,0.73,0,0,0,0,7504
EVT00831,REQ021,CAND00831,Recruiter outreach,offer,65,0.91,1,0,0,0,13552
EVT00832,REQ021,CAND00832,LinkedIn,qualified,10,0.98,0,1,0,0,6552
EVT00833,REQ021,CAND00833,Community event,screened,67,0.92,0,0,0,0,12040
EVT00834,REQ021,CAND00834,Job board,qualified,31,0.72,0,0,0,0,14364
EVT00835,REQ021,CAND00835,LinkedIn,placed,52,0.73,0,0,0,0,8400
EVT00836,REQ021,CAND00836,Referral,screened,29,0.82,0,0,0,0,5152
EVT00837,REQ021,CAND00837,LinkedIn,interview,36,0.72,0,0,0,0,5040
EVT00838,REQ021,CAND00838,Job board,applied,23,0.95,0,0,0,0,3556
EVT00839,REQ021,CAND00839,Job board,applied,4,0.93,0,0,0,0,3696
EVT00840,REQ021,CAND00840,Community event,screened,45,0.63,0,0,0,0,13328
EVT00841,REQ021,CAND00841,Talent pool,screened,13,1.0,0,0,0,0,4004
EVT00842,REQ021,CAND00842,Recruiter outreach,applied,55,0.7,0,0,0,0,10192
EVT00843,REQ021,CAND00843,Talent pool,screened,19,0.96,0,0,0,0,11844
EVT00844,REQ021,CAND00844,Talent pool,screened,35,0.98,0,0,0,0,4732
EVT00845,REQ021,CAND00845,Job board,applied,54,0.7,1,0,0,0,8848
EVT00846,REQ021,CAND00846,LinkedIn,qualified,26,0.76,0,0,0,0,7336
EVT00847,REQ021,CAND00847,Job board,screened,56,0.67,0,0,0,0,5768
EVT00848,REQ021,CAND00848,Recruiter outreach,applied,18,0.62,0,0,0,0,11256
EVT00849,REQ021,CAND00849,Talent pool,submitted,24,0.58,1,0,0,0,3724
EVT00850,REQ021,CAND00850,LinkedIn,qualified,58,0.7,0,0,0,0,4928
EVT00851,REQ021,CAND00851,Recruiter outreach,screened,17,1.0,0,0,0,1,13832
EVT00852,REQ022,CAND00852,LinkedIn,applied,16,0.72,0,0,0,0,5280
EVT00853,REQ022,CAND00853,Job board,screened,13,0.62,0,0,0,0,7215
EVT00854,REQ022,CAND00854,LinkedIn,submitted,20,0.84,0,0,0,1,3675
EVT00855,REQ022,CAND00855,LinkedIn,applied,26,0.66,0,0,0,0,5610
EVT00856,REQ022,CAND00856,LinkedIn,applied,0,0.76,0,0,0,0,5565
EVT00857,REQ022,CAND00857,LinkedIn,screened,18,0.68,0,0,0,0,4470
EVT00858,REQ022,CAND00858,Talent pool,qualified,15,0.79,0,0,0,0,6630
EVT00859,REQ022,CAND00859,LinkedIn,qualified,24,0.9,0,0,0,0,5010
EVT00860,REQ022,CAND00860,LinkedIn,offer,3,0.73,0,0,0,0,4845
EVT00861,REQ022,CAND00861,Talent pool,screened,7,0.59,0,0,0,0,3855
EVT00862,REQ022,CAND00862,Recruiter outreach,qualified,10,0.75,0,1,0,0,5190
EVT00863,REQ022,CAND00863,LinkedIn,qualified,1,0.71,1,0,0,0,4935
EVT00864,REQ022,CAND00864,Recruiter outreach,applied,19,0.72,0,0,0,0,6435
EVT00865,REQ022,CAND00865,Community event,qualified,11,0.9,1,0,0,0,6045
EVT00866,REQ022,CAND00866,Referral,applied,12,0.94,0,0,0,0,3555
EVT00867,REQ022,CAND00867,LinkedIn,applied,0,0.6,0,0,0,0,1950
EVT00868,REQ022,CAND00868,Job board,submitted,0,0.68,0,0,0,0,7725
EVT00869,REQ022,CAND00869,Referral,screened,26,0.89,0,0,0,0,3870
EVT00870,REQ022,CAND00870,Referral,interview,23,0.93,0,0,0,1,6435
EVT00871,REQ022,CAND00871,Referral,interview,25,0.72,0,0,0,0,5730
EVT00872,REQ022,CAND00872,LinkedIn,submitted,12,0.7,0,0,0,0,2505
EVT00873,REQ022,CAND00873,Job board,applied,12,0.59,0,0,0,0,5610
EVT00874,REQ022,CAND00874,Community event,submitted,0,0.75,0,0,0,0,3570
EVT00875,REQ022,CAND00875,Job board,qualified,2,0.62,0,0,0,0,3090
EVT00876,REQ022,CAND00876,Recruiter outreach,applied,16,0.88,0,0,0,0,6150
EVT00877,REQ022,CAND00877,Referral,submitted,1,0.72,0,0,0,0,6135
EVT00878,REQ022,CAND00878,Recruiter outreach,screened,15,0.71,0,0,0,0,6795
EVT00879,REQ022,CAND00879,Job board,applied,3,0.76,0,0,0,0,2385
EVT00880,REQ022,CAND00880,Talent pool,qualified,3,0.6,0,0,0,0,5055
EVT00881,REQ022,CAND00881,Job board,qualified,0,0.7,0,0,0,0,5130
EVT00882,REQ022,CAND00882,Talent pool,placed,18,0.85,0,0,0,0,2880
EVT00883,REQ022,CAND00883,Talent pool,applied,15,0.77,0,0,0,0,4335
EVT00884,REQ022,CAND00884,Talent pool,interview,0,0.71,0,0,0,0,3165
EVT00885,REQ022,CAND00885,Referral,applied,17,0.77,0,0,0,0,2520
EVT00886,REQ022,CAND00886,Job board,applied,20,0.59,0,0,0,0,3270
EVT00887,REQ022,CAND00887,Recruiter outreach,applied,12,0.97,0,0,0,0,6105
EVT00888,REQ022,CAND00888,Talent pool,screened,8,0.82,0,0,0,0,2760
EVT00889,REQ022,CAND00889,Job board,submitted,8,0.99,0,0,0,0,7455
EVT00890,REQ022,CAND00890,Talent pool,interview,2,0.97,0,0,0,0,6510
EVT00891,REQ022,CAND00891,LinkedIn,applied,16,0.92,0,0,0,1,5055
EVT00892,REQ022,CAND00892,LinkedIn,screened,12,0.88,0,0,0,0,4515
EVT00893,REQ022,CAND00893,Job board,qualified,20,0.93,0,0,0,0,7260
EVT00894,REQ022,CAND00894,Job board,applied,13,0.85,0,0,0,0,3165
EVT00895,REQ022,CAND00895,LinkedIn,applied,17,0.95,0,0,0,0,3255
EVT00896,REQ022,CAND00896,LinkedIn,qualified,0,0.83,0,1,0,0,4320
EVT00897,REQ023,CAND00897,Recruiter outreach,interview,30,0.75,0,1,0,0,10948
EVT00898,REQ023,CAND00898,LinkedIn,screened,30,1.0,0,0,1,0,10189
EVT00899,REQ023,CAND00899,LinkedIn,qualified,23,0.59,0,0,0,0,11155
EVT00900,REQ023,CAND00900,Talent pool,applied,3,0.77,0,0,0,0,11109
EVT00901,REQ023,CAND00901,Referral,applied,1,0.72,0,0,0,0,10672
EVT00902,REQ023,CAND00902,LinkedIn,submitted,33,0.59,0,0,0,0,10580
EVT00903,REQ023,CAND00903,Recruiter outreach,qualified,17,0.62,0,1,0,0,7981
EVT00904,REQ023,CAND00904,Job board,applied,0,0.71,0,0,0,0,9361
EVT00905,REQ023,CAND00905,LinkedIn,qualified,7,0.97,0,0,0,0,4899
EVT00906,REQ023,CAND00906,LinkedIn,submitted,13,0.85,0,0,0,0,8165
EVT00907,REQ023,CAND00907,Talent pool,applied,12,0.89,0,0,0,0,11431
EVT00908,REQ023,CAND00908,Referral,applied,14,0.93,0,0,0,0,5957
EVT00909,REQ023,CAND00909,LinkedIn,interview,37,0.73,0,0,0,0,11845
EVT00910,REQ023,CAND00910,Job board,screened,24,0.65,0,0,1,0,9453
EVT00911,REQ023,CAND00911,Talent pool,applied,32,0.81,0,0,0,0,11500
EVT00912,REQ023,CAND00912,Referral,submitted,7,0.8,0,0,0,1,10189
EVT00913,REQ023,CAND00913,LinkedIn,applied,2,0.72,0,0,0,0,3979
EVT00914,REQ023,CAND00914,Recruiter outreach,screened,6,0.66,1,0,0,0,6969
EVT00915,REQ023,CAND00915,Job board,qualified,36,0.87,0,1,0,0,11362
EVT00916,REQ023,CAND00916,Recruiter outreach,qualified,19,0.6,0,0,0,0,5497
EVT00917,REQ023,CAND00917,Recruiter outreach,submitted,25,0.83,0,0,0,0,4669
EVT00918,REQ023,CAND00918,Recruiter outreach,qualified,36,0.9,0,0,0,0,4278
EVT00919,REQ023,CAND00919,Talent pool,screened,22,0.77,1,1,0,0,4692
EVT00920,REQ023,CAND00920,Talent pool,qualified,13,0.76,0,0,0,0,11270
EVT00921,REQ023,CAND00921,Talent pool,applied,30,0.81,0,0,0,0,7383
EVT00922,REQ023,CAND00922,Recruiter outreach,screened,6,0.74,0,0,0,0,6486
EVT00923,REQ023,CAND00923,LinkedIn,submitted,27,0.83,0,0,0,0,9039
EVT00924,REQ024,CAND00924,Talent pool,qualified,15,0.74,0,1,0,0,7350
EVT00925,REQ024,CAND00925,Referral,qualified,31,0.66,0,0,0,0,5700
EVT00926,REQ024,CAND00926,Referral,qualified,43,0.92,0,0,0,0,3425
EVT00927,REQ024,CAND00927,Community event,applied,51,0.61,0,0,0,0,11775
EVT00928,REQ024,CAND00928,Talent pool,submitted,32,0.74,0,0,0,0,8800
EVT00929,REQ024,CAND00929,Talent pool,applied,47,0.85,0,0,0,0,10725
EVT00930,REQ024,CAND00930,Recruiter outreach,submitted,23,0.63,0,0,0,0,5275
EVT00931,REQ024,CAND00931,Job board,placed,59,0.88,0,0,0,0,6300
EVT00932,REQ024,CAND00932,Recruiter outreach,applied,7,0.94,0,0,0,0,8875
EVT00933,REQ024,CAND00933,Recruiter outreach,qualified,52,0.59,0,0,0,0,6400
EVT00934,REQ024,CAND00934,LinkedIn,applied,22,0.89,1,0,0,0,9800
EVT00935,REQ024,CAND00935,LinkedIn,submitted,27,0.95,0,0,0,0,7400
EVT00936,REQ024,CAND00936,Talent pool,placed,33,0.82,0,0,0,0,3500
EVT00937,REQ024,CAND00937,LinkedIn,applied,24,0.8,0,0,0,0,12275
EVT00938,REQ024,CAND00938,Recruiter outreach,applied,16,0.88,0,0,1,0,12500
EVT00939,REQ024,CAND00939,Recruiter outreach,interview,19,0.84,0,0,0,0,9900
EVT00940,REQ024,CAND00940,LinkedIn,interview,27,0.7,0,0,0,0,11800
EVT00941,REQ024,CAND00941,LinkedIn,submitted,17,0.58,0,0,0,0,5650
EVT00942,REQ024,CAND00942,Job board,applied,20,0.62,0,0,0,0,5875
EVT00943,REQ024,CAND00943,LinkedIn,applied,37,0.76,0,0,0,0,10600
EVT00944,REQ024,CAND00944,LinkedIn,qualified,28,0.64,0,1,0,0,12500
EVT00945,REQ024,CAND00945,Job board,qualified,36,0.99,0,0,0,0,11075
EVT00946,REQ024,CAND00946,Community event,qualified,48,0.71,0,0,0,0,11625
EVT00947,REQ024,CAND00947,LinkedIn,qualified,48,0.59,0,0,0,0,6625
EVT00948,REQ024,CAND00948,Job board,screened,54,0.63,0,0,0,0,8050
EVT00949,REQ024,CAND00949,Community event,applied,47,0.99,0,0,0,0,10025
EVT00950,REQ025,CAND00950,LinkedIn,qualified,21,0.95,0,0,0,0,19980
EVT00951,REQ025,CAND00951,LinkedIn,submitted,14,0.7,0,0,0,0,15750
EVT00952,REQ025,CAND00952,Recruiter outreach,applied,20,0.65,0,1,0,0,7650
EVT00953,REQ025,CAND00953,Talent pool,qualified,4,0.84,0,0,0,0,16965
EVT00954,REQ025,CAND00954,Job board,placed,18,0.84,0,0,0,0,21150
EVT00955,REQ025,CAND00955,LinkedIn,applied,27,0.66,0,0,0,0,9090
EVT00956,REQ025,CAND00956,Talent pool,qualified,4,0.7,0,0,0,0,6075
EVT00957,REQ025,CAND00957,Job board,applied,14,0.79,0,0,0,0,7920
EVT00958,REQ025,CAND00958,Recruiter outreach,submitted,2,0.58,0,0,0,0,6120
EVT00959,REQ025,CAND00959,Job board,screened,8,0.95,0,0,0,0,17775
EVT00960,REQ025,CAND00960,Talent pool,applied,23,0.61,0,0,1,0,14535
EVT00961,REQ025,CAND00961,Talent pool,submitted,14,0.76,1,0,0,0,8235
EVT00962,REQ025,CAND00962,Recruiter outreach,applied,11,0.75,0,0,0,0,13185
